Freq.	V(vo)
Step Information: Run=1  (Run: 1/30)
2.69153480392690e+002	(1.10599128846168e-004dB,-2.88674458746896e-001°)
2.75422870333815e+002	(1.17852419839136e-004dB,-2.95398851176186e-001°)
2.81838293126443e+002	(1.25447542114798e-004dB,-3.02279896317667e-001°)
2.88403150312659e+002	(1.33400605189278e-004dB,-3.09321244618841e-001°)
2.95120922666637e+002	(1.41728477660077e-004dB,-3.16526631666995e-001°)
3.01995172040200e+002	(1.50448823052417e-004dB,-3.23899880180225e-001°)
3.09029543251357e+002	(1.59580137342406e-004dB,-3.31444902045391e-001°)
3.16227766016836e+002	(1.69141788074018e-004dB,-3.39165700404162e-001°)
3.23593656929626e+002	(1.79154055544195e-004dB,-3.47066371788287e-001°)
3.31131121482589e+002	(1.89638175654806e-004dB,-3.55151108305288e-001°)
3.38844156139200e+002	(2.00616385114051e-004dB,-3.63424199875823e-001°)
3.46736850452529e+002	(2.12111968420145e-004dB,-3.71890036523945e-001°)
3.54813389233573e+002	(2.24149307396628e-004dB,-3.80553110721563e-001°)
3.63078054770099e+002	(2.36753932847131e-004dB,-3.89418019788427e-001°)
3.71535229097170e+002	(2.49952578578159e-004dB,-3.98489468348992e-001°)
3.80189396320558e+002	(2.63773238262215e-004dB,-4.07772270847554e-001°)
3.89045144994278e+002	(2.78245224647270e-004dB,-4.17271354123104e-001°)
3.98107170553494e+002	(2.93399231849070e-004dB,-4.26991760045344e-001°)
4.07380277804110e+002	(3.09267400218756e-004dB,-4.36938648213412e-001°)
4.16869383470332e+002	(3.25883384724712e-004dB,-4.47117298718833e-001°)
4.26579518801589e+002	(3.43282426292856e-004dB,-4.57533114974318e-001°)
4.36515832240163e+002	(3.61501426224578e-004dB,-4.68191626610032e-001°)
4.46683592150960e+002	(3.80579024847123e-004dB,-4.79098492439035e-001°)
4.57088189614872e+002	(4.00555683126953e-004dB,-4.90259503493604e-001°)
4.67735141287195e+002	(4.21473768630326e-004dB,-5.01680586134246e-001°)
4.78630092322635e+002	(4.43377645197942e-004dB,-5.13367805233205e-001°)
4.89778819368443e+002	(4.66313767119946e-004dB,-5.25327367434378e-001°)
5.01187233627268e+002	(4.90330777546384e-004dB,-5.37565624491553e-001°)
5.12861383991361e+002	(5.15479611626125e-004dB,-5.50089076686983e-001°)
5.24807460249769e+002	(5.41813604471794e-004dB,-5.62904376332345e-001°)
5.37031796370249e+002	(5.69388604223727e-004dB,-5.76018331354202e-001°)
5.49540873857620e+002	(5.98263090366246e-004dB,-5.89437908966145e-001°)
5.62341325190345e+002	(6.28498297769663e-004dB,-6.03170239429861e-001°)
5.75439937337152e+002	(6.60158346506989e-004dB,-6.17222619907445e-001°)
5.88843655355584e+002	(6.93310377534743e-004dB,-6.31602518407344e-001°)
6.02559586074353e+002	(7.28024695250884e-004dB,-6.46317577826374e-001°)
6.16595001861477e+002	(7.64374916322809e-004dB,-6.61375620090375e-001°)
6.30957344480188e+002	(8.02438125792360e-004dB,-6.76784650396099e-001°)
6.45654229034650e+002	(8.42295040257404e-004dB,-6.92552861557049e-001°)
6.60693448007591e+002	(8.84030179192520e-004dB,-7.08688638456034e-001°)
6.76082975391976e+002	(9.27732043762492e-004dB,-7.25200562607360e-001°)
6.91830970918931e+002	(9.73493304420242e-004dB,-7.42097416831581e-001°)
7.07945784384132e+002	(1.02141099737141e-003dB,-7.59388190045935e-001°)
7.24435960074984e+002	(1.07158672997214e-003dB,-7.77082082173609e-001°)
7.41310241300911e+002	(1.12412689597876e-003dB,-7.95188509175145e-001°)
7.58577575029177e+002	(1.17914290116648e-003dB,-8.13717108205359e-001°)
7.76247116628685e+002	(1.23675139893741e-003dB,-8.32677742899338e-001°)
7.94328234724275e+002	(1.29707453773209e-003dB,-8.52080508791115e-001°)
8.12830516164092e+002	(1.36024021945142e-003dB,-8.71935738868834e-001°)
8.31763771102664e+002	(1.42638237053456e-003dB,-8.92254009270295e-001°)
8.51138038202369e+002	(1.49564122544250e-003dB,-9.13046145122952e-001°)
8.70963589956073e+002	(1.56816362344376e-003dB,-9.34323226532573e-001°)
8.91250938133738e+002	(1.64410331983918e-003dB,-9.56096594724905e-001°)
9.12010839355902e+002	(1.72362131128292e-003dB,-9.78377858344922e-001°)
9.33254300796983e+002	(1.80688617647819e-003dB,-1.00117889991832e+000°)
9.54992586021428e+002	(1.89407443311997e-003dB,-1.02451188248021e+000°)
9.77237220955802e+002	(1.98537091146507e-003dB,-1.04838925637598e+000°)
9.99999999999991e+002	(2.08096914548483e-003dB,-1.07282376623982e+000°)
1.02329299228075e+003	(2.18107178230852e-003dB,-1.09782845815618e+000°)
1.04712854805089e+003	(2.28589101092817e-003dB,-1.12341668701007e+000°)
1.07151930523760e+003	(2.39564901126758e-003dB,-1.14960212403214e+000°)
1.09647819614318e+003	(2.51057842381251e-003dB,-1.17639876454467e+000°)
1.12201845430195e+003	(2.63092284190086e-003dB,-1.20382093591510e+000°)
1.14815362149687e+003	(2.75693732673737e-003dB,-1.23188330572378e+000°)
1.17489755493952e+003	(2.88888894647463e-003dB,-1.26060089015306e+000°)
1.20226443461740e+003	(3.02705734108509e-003dB,-1.28998906260506e+000°)
1.23026877081237e+003	(3.17173531319530e-003dB,-1.32006356255588e+000°)
1.25892541179416e+003	(3.32322944687461e-003dB,-1.35084050465431e+000°)
1.28824955169312e+003	(3.48186075544688e-003dB,-1.38233638807349e+000°)
1.31825673855640e+003	(3.64796535961239e-003dB,-1.41456810612430e+000°)
1.34896288259164e+003	(3.82189519728764e-003dB,-1.44755295613985e+000°)
1.38038426460287e+003	(4.00401876685075e-003dB,-1.48130864964067e+000°)
1.41253754462274e+003	(4.19472190499259e-003dB,-1.51585332279077e+000°)
1.44543977074591e+003	(4.39440860122372e-003dB,-1.55120554715532e+000°)
1.47910838816819e+003	(4.60350185016927e-003dB,-1.58738434077113e+000°)
1.51356124843619e+003	(4.82244454422073e-003dB,-1.62440917954151e+000°)
1.54881661891247e+003	(5.05170040729066e-003dB,-1.66230000896824e+000°)
1.58489319246110e+003	(5.29175497287994e-003dB,-1.70107725623321e+000°)
1.62181009735891e+003	(5.54311660735327e-003dB,-1.74076184264376e+000°)
1.65958690743754e+003	(5.80631758128562e-003dB,-1.78137519645588e+000°)
1.69824365246173e+003	(6.08191519077477e-003dB,-1.82293926609048e+000°)
1.73780082874936e+003	(6.37049293088237e-003dB,-1.86547653375877e+000°)
1.77827941003891e+003	(6.67266172430113e-003dB,-1.90901002951347e+000°)
1.81970085860997e+003	(6.98906120662813e-003dB,-1.95356334574358e+000°)
1.86208713666285e+003	(7.32036107213212e-003dB,-1.99916065213162e+000°)
1.90546071796323e+003	(7.66726248186143e-003dB,-2.04582671109294e+000°)
1.94984459975803e+003	(8.03049953736315e-003dB,-2.09358689371794e+000°)
1.99526231496886e+003	(8.41084082305253e-003dB,-2.14246719623957e+000°)
2.04173794466951e+003	(8.80909101997759e-003dB,-2.19249425704914e+000°)
2.08929613085402e+003	(9.22609259511363e-003dB,-2.24369537428530e+000°)
2.13796208950221e+003	(9.66272756823361e-003dB,-2.29609852402234e+000°)
2.18776162394953e+003	(1.01199193617205e-002dB,-2.34973237908547e+000°)
2.23872113856832e+003	(1.05986347351351e-002dB,-2.40462632852238e+000°)
2.29086765276775e+003	(1.10998858100617e-002dB,-2.46081049776229e+000°)
2.34422881531990e+003	(1.16247321883177e-002dB,-2.51831576949532e+000°)
2.39883291901947e+003	(1.21742831681485e-002dB,-2.57717380530734e+000°)
2.45470891568501e+003	(1.27497000626404e-002dB,-2.63741706810730e+000°)
2.51188643150955e+003	(1.33521986252346e-002dB,-2.69907884538652e+000°)
2.57039578276884e+003	(1.39830515867423e-002dB,-2.76219327335198e+000°)
2.63026799189535e+003	(1.46435913094394e-002dB,-2.82679536197791e+000°)
2.69153480392689e+003	(1.53352125628266e-002dB,-2.89292102102317e+000°)
2.75422870333814e+003	(1.60593754268217e-002dB,-2.96060708706491e+000°)
2.81838293126442e+003	(1.68176083282368e-002dB,-3.02989135160186e+000°)
2.88403150312658e+003	(1.76115112160054e-002dB,-3.10081259028450e+000°)
2.95120922666635e+003	(1.84427588815754e-002dB,-3.17341059333290e+000°)
