x-axis,1,2,MATH
+29.7000E-06,+3.6210937500E+00,+5.1523437500E+00,+1.5329606532E+00
+29.8000E-06,+3.6289062500E+00,+5.1523437500E+00,+1.5231950281E+00
+29.9000E-06,+3.6210937500E+00,+5.1445312500E+00,+1.5239762781E+00
+30.0000E-06,+3.6250000000E+00,+5.1445312500E+00,+1.5228044031E+00
+30.1000E-06,+3.6406250000E+00,+5.1484375000E+00,+1.5103044029E+00
+30.2000E-06,+3.6484375000E+00,+5.1523437500E+00,+1.5048356528E+00
+30.3000E-06,+3.6484375000E+00,+5.1523437500E+00,+1.5013200277E+00
+30.4000E-06,+3.6640625000E+00,+5.1562500000E+00,+1.4954606527E+00
+30.5000E-06,+3.6679687500E+00,+5.1562500000E+00,+1.4868669025E+00
+30.6000E-06,+3.6640625000E+00,+5.1484375000E+00,+1.4853044025E+00
+30.7000E-06,+3.6718750000E+00,+5.1523437500E+00,+1.4821794025E+00
+30.8000E-06,+3.6796875000E+00,+5.1562500000E+00,+1.4763200274E+00
+30.9000E-06,+3.6835937500E+00,+5.1523437500E+00,+1.4704606523E+00
+31.0000E-06,+3.6914062500E+00,+5.1562500000E+00,+1.4665544022E+00
+31.1000E-06,+3.6953125000E+00,+5.1562500000E+00,+1.4622575272E+00
+31.2000E-06,+3.7031250000E+00,+5.1601562500E+00,+1.4567887771E+00
+31.3000E-06,+3.7031250000E+00,+5.1562500000E+00,+1.4532731520E+00
+31.4000E-06,+3.7070312500E+00,+5.1562500000E+00,+1.4489762770E+00
+31.5000E-06,+3.7148437500E+00,+5.1601562500E+00,+1.4435075269E+00
+31.6000E-06,+3.7304687500E+00,+5.1640625000E+00,+1.4353044018E+00
+31.7000E-06,+3.7304687500E+00,+5.1640625000E+00,+1.4310075267E+00
+31.8000E-06,+3.7187500000E+00,+5.1523437500E+00,+1.4329606517E+00
+31.9000E-06,+3.7421875000E+00,+5.1640625000E+00,+1.4224137766E+00
+32.0000E-06,+3.7578125000E+00,+5.1679687500E+00,+1.4087419014E+00
+32.1000E-06,+3.7500000000E+00,+5.1601562500E+00,+1.4099137764E+00
+32.2000E-06,+3.7500000000E+00,+5.1601562500E+00,+1.4091325264E+00
+32.3000E-06,+3.7617187500E+00,+5.1640625000E+00,+1.4032731513E+00
+32.4000E-06,+3.7734375000E+00,+5.1679687500E+00,+1.3931169011E+00
+32.5000E-06,+3.7734375000E+00,+5.1640625000E+00,+1.3911637761E+00
+32.6000E-06,+3.7773437500E+00,+5.1640625000E+00,+1.3868669010E+00
+32.7000E-06,+3.7812500000E+00,+5.1640625000E+00,+1.3825700260E+00
+32.8000E-06,+3.7968750000E+00,+5.1718750000E+00,+1.3724137758E+00
+32.9000E-06,+3.8085937500E+00,+5.1757812500E+00,+1.3665544007E+00
+33.0000E-06,+3.7890625000E+00,+5.1601562500E+00,+1.3720231508E+00
+33.1000E-06,+3.7968750000E+00,+5.1640625000E+00,+1.3673356507E+00
+33.2000E-06,+3.8203125000E+00,+5.1718750000E+00,+1.3536637755E+00
+33.3000E-06,+3.8203125000E+00,+5.1718750000E+00,+1.3528825255E+00
+33.4000E-06,+3.8242187500E+00,+5.1718750000E+00,+1.3485856505E+00
+33.5000E-06,+3.8242187500E+00,+5.1718750000E+00,+1.3462419004E+00
+33.6000E-06,+3.8203125000E+00,+5.1679687500E+00,+1.3462419004E+00
+33.7000E-06,+3.8359375000E+00,+5.1757812500E+00,+1.3392106503E+00
+33.8000E-06,+3.8437500000E+00,+5.1757812500E+00,+1.3294450252E+00
+33.9000E-06,+3.8398437500E+00,+5.1718750000E+00,+1.3306169002E+00
+34.0000E-06,+3.8437500000E+00,+5.1718750000E+00,+1.3274919002E+00
+34.1000E-06,+3.8593750000E+00,+5.1796875000E+00,+1.3185075250E+00
+34.2000E-06,+3.8671875000E+00,+5.1757812500E+00,+1.3114762749E+00
+34.3000E-06,+3.8554687500E+00,+5.1718750000E+00,+1.3130387749E+00
+34.4000E-06,+3.8671875000E+00,+5.1757812500E+00,+1.3099137749E+00
+34.5000E-06,+3.8828125000E+00,+5.1796875000E+00,+1.3001481497E+00
+34.6000E-06,+3.8828125000E+00,+5.1796875000E+00,+1.2958512747E+00
+34.7000E-06,+3.8828125000E+00,+5.1757812500E+00,+1.2923356496E+00
+34.8000E-06,+3.8906250000E+00,+5.1796875000E+00,+1.2884293996E+00
+34.9000E-06,+3.8984375000E+00,+5.1796875000E+00,+1.2802262745E+00
+35.0000E-06,+3.9062500000E+00,+5.1835937500E+00,+1.2751481494E+00
+35.1000E-06,+3.9140625000E+00,+5.1835937500E+00,+1.2696793993E+00
+35.2000E-06,+3.9023437500E+00,+5.1718750000E+00,+1.2696793993E+00
+35.3000E-06,+3.9101562500E+00,+5.1757812500E+00,+1.2653825242E+00
+35.4000E-06,+3.9531250000E+00,+5.1953125000E+00,+1.2435075239E+00
+35.5000E-06,+3.9453125000E+00,+5.1835937500E+00,+1.2388200238E+00
+35.6000E-06,+3.9257812500E+00,+5.1718750000E+00,+1.2481950240E+00
+35.7000E-06,+3.9335937500E+00,+5.1757812500E+00,+1.2435075239E+00
+35.8000E-06,+3.9648437500E+00,+5.1914062500E+00,+1.2247575236E+00
+35.9000E-06,+3.9765625000E+00,+5.1914062500E+00,+1.2149918985E+00
+36.0000E-06,+3.9570312500E+00,+5.1796875000E+00,+1.2216325236E+00
+36.1000E-06,+3.9648437500E+00,+5.1835937500E+00,+1.2165543985E+00
+36.2000E-06,+3.9765625000E+00,+5.1835937500E+00,+1.2079606484E+00
+36.3000E-06,+3.9960937500E+00,+5.1953125000E+00,+1.1978043982E+00
+36.4000E-06,+3.9921875000E+00,+5.1835937500E+00,+1.1919450231E+00
+36.5000E-06,+3.9843750000E+00,+5.1796875000E+00,+1.1958512732E+00
+36.6000E-06,+4.0039062500E+00,+5.1875000000E+00,+1.1841325230E+00
+36.7000E-06,+4.0312500000E+00,+5.1992187500E+00,+1.1685075228E+00
+36.8000E-06,+4.0195312500E+00,+5.1835937500E+00,+1.1673356478E+00
+36.9000E-06,+4.0039062500E+00,+5.1757812500E+00,+1.1747575229E+00
+37.0000E-06,+4.0351562500E+00,+5.1914062500E+00,+1.1556168976E+00
+37.1000E-06,+4.0585937500E+00,+5.1992187500E+00,+1.1399918974E+00
+37.2000E-06,+4.0468750000E+00,+5.1875000000E+00,+1.1431168974E+00
+37.3000E-06,+4.0468750000E+00,+5.1875000000E+00,+1.1411637724E+00
+37.4000E-06,+4.0703125000E+00,+5.1953125000E+00,+1.1243668971E+00
+37.5000E-06,+4.0781250000E+00,+5.1953125000E+00,+1.1185075220E+00
+37.6000E-06,+4.0625000000E+00,+5.1875000000E+00,+1.1228043971E+00
+37.7000E-06,+4.0703125000E+00,+5.1875000000E+00,+1.1177262720E+00
+37.8000E-06,+4.1015625000E+00,+5.1992187500E+00,+1.0970231467E+00
+37.9000E-06,+4.1132812500E+00,+5.2031250000E+00,+1.0880387716E+00
+38.0000E-06,+4.1015625000E+00,+5.1914062500E+00,+1.0911637716E+00
+38.1000E-06,+4.0976562500E+00,+5.1875000000E+00,+1.0903825216E+00
+38.2000E-06,+4.1093750000E+00,+5.1914062500E+00,+1.0837418965E+00
+38.3000E-06,+4.1171875000E+00,+5.1953125000E+00,+1.0755387714E+00
+38.4000E-06,+4.1367187500E+00,+5.1992187500E+00,+1.0649918962E+00
+38.5000E-06,+4.1406250000E+00,+5.1992187500E+00,+1.0610856462E+00
+38.6000E-06,+4.1406250000E+00,+5.1992187500E+00,+1.0583512711E+00
+38.7000E-06,+4.1406250000E+00,+5.1953125000E+00,+1.0583512711E+00
+38.8000E-06,+4.1484375000E+00,+5.1992187500E+00,+1.0505387710E+00
+38.9000E-06,+4.1250000000E+00,+5.1835937500E+00,+1.0571793961E+00
+39.0000E-06,+4.1523437500E+00,+5.1992187500E+00,+1.0474137710E+00
+39.1000E-06,+4.1875000000E+00,+5.2109375000E+00,+1.0247575206E+00
+39.2000E-06,+4.1757812500E+00,+5.2031250000E+00,+1.0271012707E+00
+39.3000E-06,+4.1640625000E+00,+5.1992187500E+00,+1.0345231458E+00
+39.4000E-06,+4.1601562500E+00,+5.1914062500E+00,+1.0317887707E+00
+39.5000E-06,+4.1640625000E+00,+5.1914062500E+00,+1.0278825207E+00
+39.6000E-06,+4.1992187500E+00,+5.2109375000E+00,+1.0130387705E+00
+39.7000E-06,+4.2031250000E+00,+5.2109375000E+00,+1.0063981454E+00
+39.8000E-06,+4.1835937500E+00,+5.1953125000E+00,+1.0114762704E+00
+39.9000E-06,+4.2070312500E+00,+5.2109375000E+00,+1.0056168954E+00
+40.0000E-06,+3.8984375000E+00,+4.9531250000E+00,+1.0552262711E+00
+40.1000E-06,+4.2812500000E+00,+5.3164062500E+00,+1.0356950208E+00
+40.2000E-06,+4.1171875000E+00,+5.1679687500E+00,+1.0517106460E+00
+40.3000E-06,+4.1015625000E+00,+5.1250000000E+00,+1.0235856456E+00
+40.4000E-06,+4.1171875000E+00,+5.1562500000E+00,+1.0388200209E+00
+40.5000E-06,+4.0898437500E+00,+5.1445312500E+00,+1.0583512711E+00
+40.6000E-06,+4.0781250000E+00,+5.1406250000E+00,+1.0657731463E+00
+40.7000E-06,+4.0585937500E+00,+5.1367187500E+00,+1.0759293964E+00
+40.8000E-06,+4.0507812500E+00,+5.1406250000E+00,+1.0903825216E+00
+40.9000E-06,+4.0468750000E+00,+5.1406250000E+00,+1.0966325217E+00
+41.0000E-06,+4.0312500000E+00,+5.1406250000E+00,+1.1110856469E+00
+41.1000E-06,+4.0117187500E+00,+5.1367187500E+00,+1.1243668971E+00
+41.2000E-06,+3.9960937500E+00,+5.1328125000E+00,+1.1380387723E+00
+41.3000E-06,+3.9960937500E+00,+5.1406250000E+00,+1.1450700224E+00
+41.4000E-06,+3.9804687500E+00,+5.1367187500E+00,+1.1536637726E+00
+41.5000E-06,+3.9531250000E+00,+5.1250000000E+00,+1.1724137728E+00
+41.6000E-06,+3.9414062500E+00,+5.1250000000E+00,+1.1841325230E+00
+41.7000E-06,+3.9531250000E+00,+5.1367187500E+00,+1.1829606480E+00
+41.8000E-06,+3.9453125000E+00,+5.1328125000E+00,+1.1868668981E+00
+41.9000E-06,+3.9062500000E+00,+5.1171875000E+00,+1.2134293985E+00
+42.0000E-06,+3.8945312500E+00,+5.1171875000E+00,+1.2224137736E+00
+42.1000E-06,+3.9140625000E+00,+5.1328125000E+00,+1.2196793985E+00
+42.2000E-06,+3.9101562500E+00,+5.1289062500E+00,+1.2200700236E+00
+42.3000E-06,+3.8750000000E+00,+5.1171875000E+00,+1.2427262739E+00
+42.4000E-06,+3.8632812500E+00,+5.1171875000E+00,+1.2532731491E+00
+42.5000E-06,+3.8789062500E+00,+5.1289062500E+00,+1.2497575240E+00
+42.6000E-06,+3.8671875000E+00,+5.1210937500E+00,+1.2552262741E+00
+42.7000E-06,+3.8203125000E+00,+5.0976562500E+00,+1.2790543994E+00
+42.8000E-06,+3.8359375000E+00,+5.1171875000E+00,+1.2802262745E+00
+42.9000E-06,+3.8710937500E+00,+5.1367187500E+00,+1.2657731492E+00
+43.0000E-06,+3.8398437500E+00,+5.1171875000E+00,+1.2778825244E+00
+43.1000E-06,+3.8046875000E+00,+5.1054687500E+00,+1.3005387748E+00
+43.2000E-06,+3.7968750000E+00,+5.1054687500E+00,+1.3075700249E+00
+43.3000E-06,+3.8085937500E+00,+5.1132812500E+00,+1.3063981498E+00
+43.4000E-06,+3.8164062500E+00,+5.1171875000E+00,+1.3024918998E+00
+43.5000E-06,+3.7968750000E+00,+5.1093750000E+00,+1.3122575249E+00
+43.6000E-06,+3.7812500000E+00,+5.1054687500E+00,+1.3251481501E+00
+43.7000E-06,+3.7890625000E+00,+5.1171875000E+00,+1.3263200251E+00
+43.8000E-06,+3.7968750000E+00,+5.1171875000E+00,+1.3200700250E+00
+43.9000E-06,+3.7382812500E+00,+5.0898437500E+00,+1.3493669005E+00
+44.0000E-06,+3.7187500000E+00,+5.0859375000E+00,+1.3696794008E+00
+44.1000E-06,+3.7617187500E+00,+5.1132812500E+00,+1.3517106505E+00
+44.2000E-06,+3.7773437500E+00,+5.1210937500E+00,+1.3431169004E+00
+44.3000E-06,+3.7421875000E+00,+5.1015625000E+00,+1.3630387757E+00
+44.4000E-06,+3.7031250000E+00,+5.0898437500E+00,+1.3845231510E+00
+44.5000E-06,+3.7187500000E+00,+5.1054687500E+00,+1.3864762760E+00
+44.6000E-06,+3.7265625000E+00,+5.1054687500E+00,+1.3810075260E+00
+44.7000E-06,+3.6992187500E+00,+5.0937500000E+00,+1.3946794012E+00
+44.8000E-06,+3.6914062500E+00,+5.0976562500E+00,+1.4040544013E+00
+44.9000E-06,+3.6914062500E+00,+5.0976562500E+00,+1.4071794013E+00
+45.0000E-06,+3.6914062500E+00,+5.1015625000E+00,+1.4079606514E+00
+45.1000E-06,+3.6875000000E+00,+5.1015625000E+00,+1.4130387764E+00
+45.2000E-06,+3.6679687500E+00,+5.0937500000E+00,+1.4243669016E+00
+45.3000E-06,+3.6640625000E+00,+5.0937500000E+00,+1.4325700267E+00
+45.4000E-06,+3.6562500000E+00,+5.0898437500E+00,+1.4329606517E+00
+45.5000E-06,+3.6523437500E+00,+5.0898437500E+00,+1.4388200268E+00
+45.6000E-06,+3.6562500000E+00,+5.1015625000E+00,+1.4423356519E+00
+45.7000E-06,+3.6445312500E+00,+5.0937500000E+00,+1.4485856520E+00
+45.8000E-06,+3.6328125000E+00,+5.0898437500E+00,+1.4556169021E+00
+45.9000E-06,+3.6328125000E+00,+5.0937500000E+00,+1.4626481522E+00
+46.0000E-06,+3.6250000000E+00,+5.0937500000E+00,+1.4669450272E+00
+46.1000E-06,+3.6093750000E+00,+5.0859375000E+00,+1.4763200274E+00
+46.2000E-06,+3.5898437500E+00,+5.0781250000E+00,+1.4888200276E+00
+46.3000E-06,+3.6015625000E+00,+5.0898437500E+00,+1.4903825276E+00
+46.4000E-06,+3.6132812500E+00,+5.0976562500E+00,+1.4849137775E+00
+46.5000E-06,+3.5898437500E+00,+5.0859375000E+00,+1.4954606527E+00
+46.6000E-06,+3.5742187500E+00,+5.0820312500E+00,+1.5063981528E+00
+46.7000E-06,+3.5703125000E+00,+5.0820312500E+00,+1.5118669029E+00
+46.8000E-06,+3.5664062500E+00,+5.0859375000E+00,+1.5169450280E+00
+46.9000E-06,+3.5664062500E+00,+5.0859375000E+00,+1.5192887780E+00
+47.0000E-06,+3.5585937500E+00,+5.0859375000E+00,+1.5251481531E+00
+47.1000E-06,+3.5546875000E+00,+5.0859375000E+00,+1.5317887782E+00
+47.2000E-06,+3.5468750000E+00,+5.0859375000E+00,+1.5376481533E+00
+47.3000E-06,+3.5234375000E+00,+5.0742187500E+00,+1.5493669035E+00
+47.4000E-06,+3.5234375000E+00,+5.0781250000E+00,+1.5552262785E+00
+47.5000E-06,+3.5351562500E+00,+5.0859375000E+00,+1.5517106535E+00
+47.6000E-06,+3.5234375000E+00,+5.0820312500E+00,+1.5575700286E+00
+47.7000E-06,+3.5039062500E+00,+5.0781250000E+00,+1.5712419038E+00
+47.8000E-06,+3.4960937500E+00,+5.0742187500E+00,+1.5778825289E+00
+47.9000E-06,+3.5000000000E+00,+5.0820312500E+00,+1.5802262789E+00
+48.0000E-06,+3.4960937500E+00,+5.0781250000E+00,+1.5813981539E+00
+48.1000E-06,+3.4882812500E+00,+5.0781250000E+00,+1.5896012791E+00
+48.2000E-06,+3.4726562500E+00,+5.0703125000E+00,+1.5985856542E+00
+48.3000E-06,+3.4687500000E+00,+5.0781250000E+00,+1.6060075293E+00
+48.4000E-06,+3.4921875000E+00,+5.0898437500E+00,+1.5966325292E+00
+48.5000E-06,+3.4531250000E+00,+5.0664062500E+00,+1.6114762794E+00
+48.6000E-06,+3.4257812500E+00,+5.0585937500E+00,+1.6317887797E+00
+48.7000E-06,+3.4570312500E+00,+5.0781250000E+00,+1.6228044046E+00
+48.8000E-06,+3.4648437500E+00,+5.0820312500E+00,+1.6161637795E+00
+48.9000E-06,+3.4414062500E+00,+5.0703125000E+00,+1.6298356547E+00
+49.0000E-06,+3.4218750000E+00,+5.0664062500E+00,+1.6446794049E+00
+49.1000E-06,+3.4179687500E+00,+5.0664062500E+00,+1.6450700299E+00
+49.2000E-06,+3.4375000000E+00,+5.0781250000E+00,+1.6407731548E+00
+49.3000E-06,+3.4179687500E+00,+5.0664062500E+00,+1.6481950299E+00
+49.4000E-06,+3.4101562500E+00,+5.0703125000E+00,+1.6583512801E+00
+49.5000E-06,+3.4140625000E+00,+5.0742187500E+00,+1.6591325301E+00
+49.6000E-06,+3.4023437500E+00,+5.0664062500E+00,+1.6642106552E+00
+49.7000E-06,+3.3945312500E+00,+5.0664062500E+00,+1.6712419053E+00
+49.8000E-06,+3.3828125000E+00,+5.0625000000E+00,+1.6806169054E+00
+49.9000E-06,+3.3828125000E+00,+5.0664062500E+00,+1.6845231555E+00
+50.0000E-06,+3.3867187500E+00,+5.0703125000E+00,+1.6825700304E+00
+50.1000E-06,+3.3750000000E+00,+5.0664062500E+00,+1.6923356556E+00
+50.2000E-06,+3.3632812500E+00,+5.0664062500E+00,+1.7013200307E+00
+50.3000E-06,+3.3632812500E+00,+5.0664062500E+00,+1.7044450308E+00
+50.4000E-06,+3.3476562500E+00,+5.0585937500E+00,+1.7122575309E+00
+50.5000E-06,+3.3476562500E+00,+5.0625000000E+00,+1.7169450310E+00
+50.6000E-06,+3.3437500000E+00,+5.0664062500E+00,+1.7188981560E+00
+50.7000E-06,+3.3398437500E+00,+5.0625000000E+00,+1.7239762811E+00
+50.8000E-06,+3.3203125000E+00,+5.0546875000E+00,+1.7372575313E+00
+50.9000E-06,+3.3242187500E+00,+5.0625000000E+00,+1.7411637813E+00
+51.0000E-06,+3.3359375000E+00,+5.0703125000E+00,+1.7345231562E+00
+51.1000E-06,+3.3007812500E+00,+5.0546875000E+00,+1.7536637815E+00
+51.2000E-06,+3.2851562500E+00,+5.0546875000E+00,+1.7673356567E+00
+51.3000E-06,+3.3125000000E+00,+5.0703125000E+00,+1.7567887816E+00
+51.4000E-06,+3.2968750000E+00,+5.0585937500E+00,+1.7638200317E+00
+51.5000E-06,+3.2734375000E+00,+5.0546875000E+00,+1.7798356569E+00
+51.6000E-06,+3.2773437500E+00,+5.0546875000E+00,+1.7810075319E+00
+51.7000E-06,+3.2656250000E+00,+5.0546875000E+00,+1.7872575320E+00
+51.8000E-06,+3.2617187500E+00,+5.0546875000E+00,+1.7935075321E+00
+51.9000E-06,+3.2695312500E+00,+5.0625000000E+00,+1.7931169071E+00
+52.0000E-06,+3.2539062500E+00,+5.0546875000E+00,+1.8024919072E+00
+52.1000E-06,+3.2343750000E+00,+5.0507812500E+00,+1.8149919074E+00
+52.2000E-06,+3.2460937500E+00,+5.0625000000E+00,+1.8157731574E+00
+52.3000E-06,+3.2382812500E+00,+5.0546875000E+00,+1.8173356575E+00
+52.4000E-06,+3.2226562500E+00,+5.0507812500E+00,+1.8294450326E+00
+52.5000E-06,+3.2187500000E+00,+5.0507812500E+00,+1.8333512827E+00
+52.6000E-06,+3.2226562500E+00,+5.0585937500E+00,+1.8364762827E+00
+52.7000E-06,+3.2187500000E+00,+5.0546875000E+00,+1.8380387828E+00
+52.8000E-06,+3.1914062500E+00,+5.0468750000E+00,+1.8544450330E+00
+52.9000E-06,+3.1914062500E+00,+5.0507812500E+00,+1.8583512831E+00
+53.0000E-06,+3.1992187500E+00,+5.0546875000E+00,+1.8552262830E+00
+53.1000E-06,+3.1875000000E+00,+5.0507812500E+00,+1.8626481581E+00
+53.2000E-06,+3.1796875000E+00,+5.0507812500E+00,+1.8708512833E+00
+53.3000E-06,+3.1718750000E+00,+5.0468750000E+00,+1.8759294083E+00
+53.4000E-06,+3.1679687500E+00,+5.0507812500E+00,+1.8825700334E+00
+53.5000E-06,+3.1562500000E+00,+5.0429687500E+00,+1.8872575335E+00
+53.6000E-06,+3.1406250000E+00,+5.0429687500E+00,+1.9005387837E+00
+53.7000E-06,+3.1562500000E+00,+5.0546875000E+00,+1.8981950337E+00
+53.8000E-06,+3.1562500000E+00,+5.0546875000E+00,+1.8974137836E+00
+53.9000E-06,+3.1367187500E+00,+5.0468750000E+00,+1.9118669089E+00
+54.0000E-06,+3.1250000000E+00,+5.0429687500E+00,+1.9177262840E+00
+54.1000E-06,+3.1210937500E+00,+5.0468750000E+00,+1.9235856590E+00
+54.2000E-06,+3.1250000000E+00,+5.0468750000E+00,+1.9224137840E+00
+54.3000E-06,+3.1132812500E+00,+5.0429687500E+00,+1.9313981592E+00
+54.4000E-06,+3.1015625000E+00,+5.0429687500E+00,+1.9419450343E+00
+54.5000E-06,+3.1054687500E+00,+5.0468750000E+00,+1.9403825343E+00
+54.6000E-06,+3.1210937500E+00,+5.0585937500E+00,+1.9368669092E+00
+54.7000E-06,+3.0898437500E+00,+5.0390625000E+00,+1.9493669094E+00
+54.8000E-06,+3.0546875000E+00,+5.0273437500E+00,+1.9712419097E+00
+54.9000E-06,+3.0898437500E+00,+5.0507812500E+00,+1.9579606596E+00
+55.0000E-06,+3.1015625000E+00,+5.0546875000E+00,+1.9505387844E+00
+55.1000E-06,+3.0703125000E+00,+5.0390625000E+00,+1.9677262847E+00
+55.2000E-06,+3.0585937500E+00,+5.0390625000E+00,+1.9767106598E+00
+55.3000E-06,+3.0585937500E+00,+5.0390625000E+00,+1.9798356599E+00
+55.4000E-06,+3.0664062500E+00,+5.0468750000E+00,+1.9794450349E+00
+55.5000E-06,+3.0625000000E+00,+5.0468750000E+00,+1.9813981599E+00
+55.6000E-06,+3.0351562500E+00,+5.0312500000E+00,+1.9942887851E+00
+55.7000E-06,+3.0312500000E+00,+5.0351562500E+00,+2.0017106602E+00
+55.8000E-06,+3.0703125000E+00,+5.0585937500E+00,+1.9868669100E+00
+55.9000E-06,+3.0546875000E+00,+5.0429687500E+00,+1.9911637850E+00
+56.0000E-06,+3.0078125000E+00,+5.0273437500E+00,+2.0173356604E+00
+56.1000E-06,+3.0117187500E+00,+5.0312500000E+00,+2.0196794105E+00
+56.2000E-06,+3.0273437500E+00,+5.0390625000E+00,+2.0126481604E+00
+56.3000E-06,+3.0351562500E+00,+5.0468750000E+00,+2.0106950353E+00
+56.4000E-06,+3.0234375000E+00,+5.0390625000E+00,+2.0173356604E+00
+56.5000E-06,+3.0117187500E+00,+5.0390625000E+00,+2.0267106606E+00
+56.6000E-06,+2.9960937500E+00,+5.0312500000E+00,+2.0321794107E+00
+56.7000E-06,+3.0000000000E+00,+5.0351562500E+00,+2.0345231607E+00
+56.8000E-06,+3.0078125000E+00,+5.0429687500E+00,+2.0321794107E+00
+56.9000E-06,+2.9921875000E+00,+5.0312500000E+00,+2.0392106608E+00
+57.0000E-06,+2.9921875000E+00,+5.0351562500E+00,+2.0454606609E+00
+57.1000E-06,+2.9921875000E+00,+5.0351562500E+00,+2.0450700358E+00
+57.2000E-06,+2.9804687500E+00,+5.0312500000E+00,+2.0509294109E+00
+57.3000E-06,+2.9765625000E+00,+5.0351562500E+00,+2.0567887860E+00
+57.4000E-06,+2.9765625000E+00,+5.0351562500E+00,+2.0567887860E+00
+57.5000E-06,+2.9726562500E+00,+5.0351562500E+00,+2.0626481611E+00
+57.6000E-06,+2.9648437500E+00,+5.0351562500E+00,+2.0692887862E+00
